Category,License,Dependency,Notes
Mozilla,Mozilla Public License version 2.0 (http://www.mozilla.org/MPL/2.0/),net.sourceforge.htmlunit # htmlunit-core-js # 2.27,
Public Domain,Public Domain,aopalliance # aopalliance # 1.0,
Public Domain,"Public Domain, per Creative Commons CC0 (http://creativecommons.org/publicdomain/zero/1.0/)",org.hdrhistogram # HdrHistogram # 2.1.9,
unrecognized,Bouncy Castle Licence (http://www.bouncycastle.org/licence.html),org.bouncycastle # bcpkix-jdk15on # 1.55,
unrecognized,Bouncy Castle Licence (http://www.bouncycastle.org/licence.html),org.bouncycastle # bcprov-jdk15on # 1.58,
unrecognized,Eclipse Public License 1.0 (http://www.eclipse.org/legal/epl-v10.html),junit # junit # 4.12,
unrecognized,Elastic Commercial Software End User License Agreement (https://www.elastic.co/eula/),org.elasticsearch.client # x-pack-transport # 5.6.2,
unrecognized,Elastic Commercial Software End User License Agreement (https://www.elastic.co/eula/),org.elasticsearch.plugin # x-pack-api # 5.6.2,
unrecognized,JSR-000107 JCACHE 2.9 Public Review - Updated Specification                 License              (https://raw.github.com/jsr107/jsr107spec/master/LICENSE.txt),javax.cache # cache-api # 1.0.0,
unrecognized,The W3C Software License (http://www.w3.org/Consortium/Legal/copyright-software-19980720),org.w3c.css # sac # 1.3,
unrecognized,none specified (none specified),javax.transaction # jta # 1.1,
